lineage_1,lineage_2,lineage_3,ABL1,ACVR2A,ACVR2B,TRIB1,BRSK2,AKT1,AKT2,AKT3,ALK,ACVRL1,ACVR1,BMPR1A,ACVR1B,TGFBR1,PRKAA1,PRKAA2,NPR1,NPR2,ATM,ATR,AURKC,AXL,GRK2,MAP4K2,BLK,BRAF,BTK,BUB1B,CDK7,CAMK2G,CAMK4,CAMKV,DCLK1,CDK1,CDC7,CDK2,CDK3,CDK4,CDK5,CDK6,CDK8,PRKG1,PRKG2,CDK13,CHEK1,CSNK1A1,CSNK1D,CSNK1G2,CSNK2A1,CSNK2A2,CLK1,CLK2,CLK3,MAP3K8,CSK,MARK3,DAPK2,MAP3K12,CDC42BPG,PRKDC,DYRK1B,DYRK2,EGFR,MARK2,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHB3,MAPK3,MAPK1,MAPK6,MAPK4,PTK2,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT3,FLT4,MTOR,GAK,GRK4,GRK6,TRIB2,GSK3A,GSK3B,HCK,ERBB2,ERBB3,ERBB4,HIPK1,MAP4K1,IGF1R,CHUK,IKBKB,ILK,INSR,IRAK1,IRAK2,IRAK3,ERN1,INSRR,JAK1,JAK2,JAK3,MAPK10,IKBKE,MAST3,STK36,PIM3,KIT,CDKL2,KSR1,LCK,LIMK2,STK11,LTK,LYN,MAK,MAPKAPK2,MAPKAPK5,MARK1,MAST2,MAP2K1,MAP2K2,MAP2K5,MAP3K1,MAP3K2,MAP3K3,MAP3K4,MERTK,MET,AMHR2,MAP2K7,MAP3K9,MAP3K10,DYRK1A,MKNK1,MKNK2,MOS,MAP2K3,MAP2K4,CDC42BPB,RPS6KA4,STK4,STK3,STK24,PKMYT1,STK38,NEK1,NEK2,NEK3,MAP3K14,NEK4,IRAK4,PIK3R4,ROCK2,MAPK14,RPS6KB1,PAK1,PAK2,CDK16,PDGFRA,PDGFRB,PDPK1,PDK2,PDK3,PDK4,EIF2AK3,PHKG1,PIM1,PIM2,CDK10,CDK9,MELK,PRKACA,PRKACB,PRKACG,PRKCA,PRKCD,PRKCE,PRKCI,PRKCZ,PRKX,PLK1,PLK3,PKN1,PKN2,RAF1,RET,GRK1,RIPK1,RIPK2,RIPK3,ROCK1,ROR1,ROR2,RPS6KA2,RPS6KA3,RPS6KA1,RYK,PLK4,MAPK13,MAST1,SGK1,SLK,PLK2,MAP3K11,SRC,SRPK1,SRPK2,TAOK2,SYK,MAP3K7,BMPR2,TESK1,TGFBR2,TIE1,TTN,TLK1,TLK2,TNK1,TRIO,TRKA,TRRAP,TTK,TXK,TYK2,TYRO3,ULK2,VRK1,WEE1,YES1,ZAP70,MAP3K13,ADCK1,KDR,ACVR1C,AURKB,AURKA,MAPK7,BUB1,LIMK1,AATK,LMTK2,LMTK3,EPHA7,MATK,NEK6,NEK7,AAK1,TRPM7,SRMS,MAP4K3,OXSR1,PAK6,PAK4,STK39,STRADA,STRADB,TAOK3,TAOK1,MAP4K4,MINK1,LATS2,ULK3,PDIK1L,SCYL1,MASTL,PINK1,DCLK3,PKDCC,TP53RK,MAPK15,CDKL4,SCYL3,NEK9,TSSK3,NUAK2,RPS6KL1,TSSK2,NEK8,NRBP1,PRKD2,CAMKK2,CDK12,STK17A,PRKD3,EIF2AK4,STK40,STK35,HIPK2,EIF2AK1,CILK1,ERN2,STK38L,SIK3,MOK,STK16,WNK1,CDKL3,PKN3,SIK2,DSTYK,RPS6KC1,NRBP2,STKLD1,TSSK6,TTBK1,DCLK2,TBK1,TESK2,KALRN,TSSK4,VRK3,CSNK1A1L,RIPK4,NEK5,GRK7,SBK2,HIPK4,WNK4,SBK3,BRSK1,SIK1,RIOK3,RIOK1,SNRK,EPHA10,POMK,WNK3,NEK10,EPHA6,SBK1,UHMK1,PNCK,TBCK,SMG1,MYLK2,MAP3K15,LRRK2,HASPIN,CIT,CAMKK1,TEX14,MAST4,BMP2K,TSSK1B,ADCK2,DAPK3,RIOK2,BRD2,BRD4,ALPK3,ADCK5,TRIM24,TRIM28,TRIM33,PAN3,STK19,TAF1,BCR,ABR,TRIM66,BAZ1A,BAZ1B
Head and Neck,"Head and Neck Carcinoma, Other","Head and Neck Carcinoma, Other",0,-0.524560762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.802253623,0,0,0,0,0,0,0,-1.210640319,-1.988035437,0,0,0,0,-3.122353886,-2.682694254,-0.976550467,0,0,0,-1.131601518,0,0,0,0,-1.16564552,-1.202988039,0,0,0,0,0,-0.697812885,0,0,0,0,0,0,0,0,0,0,-1.19083156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.272377538,0,0,0,0,0,0,0,-0.590106082,-1.129304901,0,0,0,-0.620331797,0,0,-0.5228972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.557700398,0,0,0,0,0,0,0,0,0,0,-0.586175861,0,0,0,0,-0.577365859,0,-0.53604956,0,0,0,-1.149130948,0,0,0,0,0,0,0,0,0,0,-0.525591883,0,-1.005096703,0,0,0,-1.139637037,0,0,0,0,0,0,0,0,-1.817016761,0,0,0,0,0,0,0,0,0,0,-2.358356918,0,0,0,-0.536256081,0,0,0,0,-0.579290492,0,0,0,0,0,0,0,-0.585009952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.70489219,0,-0.707042636,0,-1.105436254,-1.409541772,0,-0.623373031,0,0,0,-2.169696214,0,0,0,0,0,0,-3.083061669,-1.620055333,0,-1.187843015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.918113284,0,0,0,-0.671551408,0,0,0,0,0,0,0,0,0,-1.781149268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.001328654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.510980914,0,0,0,0,0,0,0,0,-1.224804902,0,0,0,0,0,0,0,0,0,0,-1.02012647,0,0,0,0,0,0,-0.505814435,0,0,0,0,0,-1.128881275,0,-1.218410565,0,0,0,0,0,0,0,-0.648043865,0,0,0,0,0
Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,0,0,0,0,0,0,0,0,0,0,0,-0.786751325,0,0,0,0,0,0,0,-1.022667772,0,0,0,0,0,0,0,-0.532369407,-1.446085556,0,0,0,0,-2.408662038,-1.856519141,0,0,0,0,-0.6396425,0,0,0,0,-1.666563716,-1.600173862,0,0,-0.737684268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.986742224,0,0,0,0,0,0,0,0,0,-1.287588314,0,0,0,0,0,-0.584082016,0,0,0,0,0,0,0,0,0,-0.833518013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.562289349,0,0,0,-0.549167656,0,0,0,0,0,0,0,0,-1.641964665,0,0,0,0,0,0,0,-0.552444036,0,0,-3.016733723,0,0,-0.806988973,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.220761546,0,0,0,0,0,0,-0.886775099,0,0,0,0,0,-0.692141777,-0.580357993,0,0,0,0,-1.148272127,0,-0.524187162,0,-1.173287913,-0.944307286,0,0,-0.587932582,0,0,-2.356073553,0,0,0,0,0,0,-1.759809744,-0.709184517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.970160091,0,0,-0.519237464,0,0,0,0,0,0,0,-0.519593743,-0.940950315,0,0,0,-1.660523005,0,0,0,0,0,0,0,0,0,-0.978880473,0,0,-0.717364657,0,0,0,-0.713885998,0,0,0,0,0,0,0,0,0,-1.195482998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.426592128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.509840149,0,0,0,-0.933706613,-0.650093693,-1.180286799,0,0,0,0,0,0,0,-1.017701153,0,0,0,0,0
Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.429321129,0,0,0,0,0,0,0,-1.270110346,-1.85288474,0,0,0,0,-2.316076603,-2.131788431,0,0,-0.662210016,0,-0.726139506,0,0,0,0,-1.632505779,-0.503939248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.606344889,-0.957003098,0,0,0,0,0,0,0,0,0,0,-1.084291137,0,0,0,0,0,0,0,0,0,-1.042455789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.929394969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.987938505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.941823479,0,0,0,0,0,0,0,0,0,-0.569394743,0,0,0,-1.067913843,0,-0.511200146,0,0,0,0,0,-0.617366107,0,0,0,0,0,0,0,0,-1.382743065,0,0,0,0,0,0,0,0,-1.240683418,0,0,0,0,0,0,0,-1.095793807,0,0,-2.577407993,0,0,-0.541769484,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.297246631,0,0,0,0,0,0,-0.502229401,0,0,0,0,-0.684630747,0,0,0,0,0,0,-0.62358093,0,0,0,-1.106052347,-0.595499574,0,0,0,0,-0.504494317,-2.95779497,0,0,0,0,0,0,-2.240753774,-0.62734384,0,-0.771190782,0,0,0,0,0,0,0,0,0,-1.281618059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.565912707,-1.180346869,0,0,0,-0.969546187,0,0,0,0,0,0,0,0,0,-1.193023776,0,0,-0.821611226,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.168836322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.023819432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.965002762,-0.520803276,-1.143705142,0,0,0,0,0,0,0,-0.685735482,0,0,0,0,-0.510720087
Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.171977644,0,0,0,0,0,0,0,-1.586611597,-2.028028692,0,0,0,0,-2.413187023,-2.079597924,0,0,-0.524393211,0,-1.088976434,0,0,0,0,-1.987855919,-0.612465373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.827114523,-0.629611069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.21652559,0,0,0,0,0,0,0,0,0,0,0,0,-0.534474084,0,0,-0.502041473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.555042128,0,0,0,0,0,0,0,-0.539049309,0,0,0,0,-0.538279309,0,0,0,-1.011362454,0,0,0,0,0,0,0,0,-1.297588578,0,0,0,0,0,0,0,0,0,0,-3.063307342,0,0,-0.600908117,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.496335401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.685568535,0,0,0,-1.137402821,-0.628595291,0,0,0,0,-0.587316487,-2.057788096,0,0,0,0,0,0,-2.424306217,-1.155693892,0,-1.067110618,0,0,0,0,0,0,0,0,0,-0.640210325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.181934003,0,0,0,-1.029991719,0,0,0,0,0,0,0,0,0,-0.923056978,0,0,-0.759891658,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.227876523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.327431803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.770772922,0,0,0,0,0,0,0,-1.038593886,0,-1.237263178,0,0,0,0,0,0,0,-0.751729006,0,0,0,0,0
Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.193941658,0,0,0,0,0,-0.518997484,0,-1.428200777,-1.406709245,0,0,0,0,-3.112985336,-2.643605138,0,0,-0.673409659,0,-2.145860391,-0.619472746,0,0,0,-2.157402861,-1.186260139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.53087402,0,0,0,0,0,0,0,-0.727305775,0,0,-0.620080702,0,0,0,-0.613475762,0,0,0,0,0,-1.450434292,-0.737910493,0,0,0,0,0,0,0,-0.533693539,0,0,0,-0.561528396,0,0,-1.100783374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.841729723,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.255685855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.033137602,0,0,0,0,0,0,0,0,-1.318311668,0,-0.662137977,0,0,0,0,0,0,0,0,-3.644782919,0,0,-0.594121373,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.255482889,0,0,0,0,0,-0.645715502,0,0,0,0,0,-1.10546395,0,0,0,0,0,0,-0.900813577,0,0,0,-1.475382944,-0.563299212,0,0,0,0,0,-2.710386856,0,0,0,0,0,0,-2.102574413,-1.374124325,0,-1.371965313,0,0,0,0,0,0,0,0,0,-0.840682196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.619083045,-0.958021545,0,0,0,-0.730798298,0,0,0,0,0,0,0,0,0,-1.385098017,0,0,-0.797763147,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.492830959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.047163691,0,0,0,0,0,0,0,0,0,0,-0.798225048,0,0,0,0,0,0,0,0,0,0,0,0,-1.117868005,0,-0.776910388,0,0,0,0,0,0,0,-0.804043442,0,0,0,0,-0.615429936
Bone,Ewing Sarcoma,Ewing Sarcoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.318586813,0,0,0,0,0,0,0,-0.572780528,-1.595627372,0,0,0,0,-2.027255285,-1.994052984,0,0,-1.925946496,0,0,0,0,0,0,-1.678590785,-1.529445398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.972102998,-0.607850521,0,0,0,0,0,0,-0.563761444,-0.650961843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.048681127,0,0,0,0,0,0,0,-0.925591564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.282833604,0,0,0,0,0,0,0,0,0,0,-2.05306452,0,0,0,0,0,0,0,0,-0.6538077,0,0,0,0,0,0,0,-1.269558692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.95482915,0,0,0,-0.897772008,0,0,0,0,0,-0.511933228,-2.92826902,0,0,0,0,0,0,-2.225030074,-0.924581979,0,-0.878114458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.761184977,-0.914300452,0,0,0,-1.170665119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.226054106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.889214891,-1.019003489,-0.859586857,0,0,0,0,0,0,0,-0.822071399,0,0,0,0,-0.607547569
Bone,Ewing Sarcoma,Ewing Sarcoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.332692463,0,0,0,0,0,0,0,-0.806496814,-1.316072002,0,0,0,0,-3.089667169,-1.848417733,-0.669583292,0,-1.587644526,0,0,0,0,0,0,-1.919203176,-1.109491428,0,0,-0.697671439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.282040718,0,0,0,0,0,0,0,0,0,0,0,0,-1.97886666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.831526952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.313573034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.279714414,0,0,0,0,0,0,0,0,-0.907266527,0,0,0,0,0,0,0,0,0,0,-3.571145492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.080565666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.904781328,0,0,0,-1.738954935,-0.833665045,0,0,0,0,-1.449083781,-2.714035539,0,0,0,0,0,0,-3.164048819,-0.84236708,0,0,0,0,0,0,0,0,0,0,0,-1.427081918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.623455699,0,0,0,-1.186473294,0,0,0,0,0,0,0,0,0,-0.586578227,0,0,-0.716032521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.03563644,0,0,0,0,0,0,0,0,0,0,-0.633091861,0,0,0,0,-0.951513824,0,0,0,0,0,0,0,-0.63865508,-1.174873241,-0.86212351,0,0,0,0,0,0,0,-0.822438915,0,0,0,0,-0.505066976
Bone,Ewing Sarcoma,Ewing Sarcoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.300073518,0,0,0,0,0,0,0,0,-2.313293853,0,0,0,0,-2.637273817,-2.024056831,0,0,-1.203747989,0,0,0,0,0,0,-1.560569879,-0.918913732,0,0,0,0,0,-0.690146221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.095038612,0,0,0,0,0,0,0,0,0,0,0,0,-0.677891616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.739309403,0,0,0,0,0,0,0,0,0,0,-3.139292494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.346652889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.569477471,0,0,0,-1.413153602,-0.764950665,0,0,-0.522153119,0,-1.012106654,-1.53750447,0,0,0,0,0,0,-2.83467885,-1.162526998,0,-0.795914186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.741271931,0,0,0,-1.352347607,0,0,0,0,0,0,0,0,0,-0.618800782,0,0,-0.600075907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.120844193,0,0,0,0,0,0,0,0,0,0,-0.585492058,0,0,0,0,-0.591958152,0,0,0,0,0,0,0,-1.02743659,-0.683776232,-1.1912195,0,0,0,0,0,0,0,-0.732359611,0,0,0,0,0
Esophagus/Stomach,Esophagogastric Adenocarcinoma,Adenocarcinoma of the Gastroesophageal Junction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.335535982,0,0,0,0,0,0,0,-1.02916894,-1.890549865,0,0,0,0,-2.297095794,-2.170848155,-0.788753163,0,-0.508483151,0,-0.62985596,0,0,0,0,-2.319461846,-1.153158815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.157987623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.859757397,0,0,0,0,0,0,0,-2.516324557,-0.726304101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.049742664,0,0,-0.611175424,0,0,0,0,-0.73604625,0,0,0,0,0,0,0,0,-0.816742835,0,0,0,0,0,0,0,0,-1.45166857,0,0,0,0,0,0,0,0,0,0,-2.717662877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.908813913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.698182813,0,0,0,-1.546469408,-0.903405389,0,0,0,0,0,-2.805591153,0,0,0,0,0,0,-1.365345757,-1.49563695,0,-0.85392238,0,0,0,0,0,0,0,0,0,-1.427249469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.874914906,-1.366189097,0,0,0,-0.551213495,0,0,0,0,0,0,0,0,0,-1.100939359,0,0,-0.696956703,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.609589706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.92815942,0,0,0,0,0,0,-0.512066386,0,0,0,-0.907114837,0,0,0,0,-0.813027748,0,0,0,0,0,0,0,-1.146740177,0,-1.115314927,0,0,0,-0.652479945,0,0,0,-0.915220862,0,0,0,0,0
Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,0,0,0,-0.504271225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.162182131,0,0,0,0,0,0,0,-1.223869663,-1.629464869,0,0,0,0,-2.921207857,-2.54480463,0,0,-1.982814468,0,0,0,0,0,0,-1.489990031,-1.350886258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.269023518,-0.947942016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.70355333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.657249064,0,0,0,0,0,0,0,-0.544878099,0,0,0,0,0,0,0,-1.667714489,0,0,0,0,0,0,0,-0.590584343,0,-0.523616714,0,0,0,0,0,0,-1.01732134,-0.649478815,0,0,0,0,0,0,0,-0.983799678,0,0,0,0,0,0,0,0,0,0,-2.195735166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.095711208,0,0,-0.617297452,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.513948774,0,0,0,0,0,-1.401510111,-0.726114533,0,0,0,0,0,-2.089837562,0,0,0,0,0,0,-2.32316438,-0.77629956,0,-0.592619548,0,0,-0.739628309,0,0,0,0,0,0,-1.759913239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.415088177,0,0,0,-0.654069886,0,0,0,0,0,0,0,0,0,-1.657673178,0,0,-0.534417727,0,0,0,-1.096304216,0,0,0,0,0,0,0,-0.703713544,0,-0.821060555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234308475,0,0,0,0,0,0,0,0,0,0,-1.612380744,0,0,0,0,-0.62448397,0,0,0,0,0,0,0,-0.656234731,-0.841909797,-1.207157375,0,0,0,0,0,0,0,-0.78122643,0,0,0,0,0
Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.892097696,0,0,0,0,0,0,0,-1.219449914,-1.706024483,0,0,0,0,-2.747165047,-1.928595922,-0.641416897,0,-0.85238483,0,-0.594422016,0,0,0,0,-1.14356398,-1.24242017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.981008565,0,0,0,0,0,0,0,0,0,-1.539955225,-0.597324772,0,0,0,0,0,0,0,-0.513634085,0,0,0,0,0,0,-0.697401505,0,0,0,0,0,0,0,0,0,0,0,-0.570979084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.94485248,0,0,0,0,0,0,0,-0.662818632,0,0,0,0,0,0,0,0,-0.757923963,0,0,0,0,0,0,0,0,-1.623732701,0,0,0,0,0,0,0,0,0,0,-2.978068753,0,0,-0.570715312,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.692172562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.600875848,0,0,0,-1.587526912,-1.239533969,0,0,0,0,0,-1.344299038,0,0,0,0,0,0,-2.46291802,-1.558819609,0,-0.903518578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.547700121,-1.493794766,0,0,0,-0.969317389,0,0,0,0,0,0,0,0,0,-1.405421978,0,0,-0.772174341,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.083226433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.228328054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.902146174,0,-0.770697449,0,0,0,0,0,0,0,-0.621021026,0,0,0,-0.54653856,0
Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,0,0,0,-0.748081252,0,-1.278029315,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.711606476,0,0,-0.720150398,0,0,0,0,-1.318140573,-2.191285799,0,0,0,0,-2.280087545,-1.941462471,-0.597187596,0,-0.502683663,0,-0.786352138,0,0,0,0,-1.175071426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.897860552,-1.023054873,0,0,0,0,-0.554488489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.991909114,0,0,0,0,0,0,0,0,-1.675946327,0,0,0,0,0,0,0,0,-1.229663326,0,0,0,0,0,0,0,0,-0.66053852,0,-2.004369069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.663630869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.273017984,-0.678021347,0,0,-0.528003915,0,0,-1.379404885,-0.788579467,0,0,0,0,0,-2.399337403,-1.08151373,0,-1.124169339,0,0,0,0,0,0,0,0,0,-1.057295481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.773755624,0,0,0,-0.553734704,0,0,0,0,0,0,0,0,0,-1.034636826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.589342551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.410052086,0,0,0,0,0,0,0,0,0,0,-0.676005642,0,0,0,0,0,0,0,0,0,0,0,0,-1.277754739,0,-0.974825522,0,0,0,0,0,0,0,0,0,0,0,0,0
